user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username
EMP10425,shivani.bajaj36,Shivani Bajaj,marketing,Administrator,branch_office,LPT-10425,DEV-77802,active,25/06/2020,NA,unknown
EMP10534,liam.sidhu21,Liam Sidhu,people_team,Engineer,warehouse,WS-10534,DEV54359,inactive,22/03/2025 17:02,2025-05-02 03:23:02,manager751
EMP11054,leela.gill21,Leela Gill,information_technology,Manager,work_from_home,LPT-11054,DEV94462,active,04-09-2023 03:02:38 AM,NA,manager700
EMP12375,benjamin.sama73,Benjamin Sama,legal,Administrator,,LPT-12375,DEV29448,active,25/11/2021 05:20,not available,manager942
EMP12581,sai.sani51,Sai Sani,finance,Analyst,warehouse,WS-12581,,on_leave,2024/03/23,10/08/2025 06:05,NA
EMP11840,triya.singh47,Triya Singh,operations,Specialist,head_office,LPT-11840,DEV-31655,terminated,,04-15-2025 03:52:43 AM,manager140
EMP10132,EIRAVATI.PRABHU70,Eiravati Prabhu,mktg,Executive,,VDR-10132,dev13379,open,18/01/2023 00:28,NA,
EMP11956,damini.loke16,Damini Loke,customer_support,Analyst,warehouse,LPT-11956,DEV-41600,active,1747185641,NA,MANAGER604
EMP12602,anmol.solanki37,Anmol Solanki,human_resources,Manager,head_office,VDR-12602,DEV-90276,open,30/08/2021,not available,manager182
EMP10421,omya.tailor99,Omya Tailor,information_technology,Trainee,branch_office,,dev32701,active,27/01/2020 07:06,not available,MANAGER722
EMP12740,jasmit_madan30,Jasmit Madan,research_development,Manager,,VDR-12740,dev10796,active,2022-08-14T19:14:05,not available,manager275
EMP12104,  ikbal.dewan73  ,Ikbal Dewan,research_development,Consultant,data_center,WS-12104,dev91645,open,,not available,manager897
EMP12508,yashica.kumer96,Yashica Kumer,human_resources,Manager,warehouse,LPT-12508,dev 86610,open,2022-02-11 10:26:05,,unknown
EMP11368,hardik.sundaram36,Hardik Sundaram,research_development,Trainee,branch_office,LPT-11368,,terminated,2022/03/17,,unknown
EMP10556,laksh.bala93,Laksh Bala,marketing,Engineer,,WS-10556,DEV-59923,active,2026/04/13,not available,manager925
EMP12108,yug.rajan98,Yug Rajan,human_resources,Trainee,branch_office,WS-12108,dev 77669,active,1581361092,,  manager931  
EMP10289,jonathan.narayanan92,Jonathan Narayanan,human_resources,Manager,remote,LPT-10289,DEV-59807,active,1747998273,not available,manager498
EMP12761,yagnesh.agrawal38,Yagnesh Agrawal,sales,Director,remote,,DEV50414,active,1673093755,not available,  manager882  
EMP10570,  lila.rajagopalan71  ,Lila Rajagopalan,research_development,Executive,regional_office,VDR-10570,dev33204,active,11-19-2023 10:20:41 AM,NA,manager751
EMP10352,anya.bahl99,Anya Bahl,information_technology,Consultant,work_from_home,WS-10352,dev45649,open,2022-03-27 22:56:48,not available,manager690
EMP10091,aishani.parmer57,Aishani Parmer,human_resources,Trainee,,WS-10091,dev 62757,terminated,,2026-02-12T22:44:37,manager140
EMP12189,,Neel Shankar,operations,Administrator,remote,WS-12189,,inactive,15-Oct-2021 06:34:13,2024-11-11T19:47:19,manager586
EMP12611,zaid.mangat27,Zaid Mangat,marketing_dept,Trainee,work_from_home,LPT-12611,dev41549,active,13/11/2025,not available,manager201
EMP11170,UPASNA.KURUVILLA64,Upasna Kuruvilla,call_center,Officer,work_from_home,LPT-11170,,active,30-Jan-2026 04:22:39,NA,manager691
EMP11588,ati.choudhury94,Ati Choudhury,research_development,Administrator,remote,VDR-11588,dev55095,open,,,manager902
EMP11285,azad.joshi75,Azad Joshi,accounts,Engineer,remote,,DEV64566,open,24/07/2022 08:49,NA,  manager404  
EMP11813,aarush.krishna22,Aarush Krishna,customer_support,Trainee,branch_office,LPT-11813,,active,02-15-2023 06:52:49 PM,,
EMP11565,aadi.arya44,Aadi Arya,customer_care,Administrator,head_office,WS-11565,dev 65904,active,15/08/2024,not available,manager332
EMP11543,aarini.chandran27,Aarini Chandran,legal,Analyst,data_center,WS-11543,DEV-62321,active,07-23-2026 08:42:50 AM,NA,manager934
EMP11576,timothy.maharaj40,Timothy Maharaj,support,Manager,,VDR-11576,dev88439,active,2025-08-13 20:35:28,not available,manager941
EMP10697,omisha.suri10,Omisha Suri,information_technology,Executive,regional_office,WS-10697,dev 96235,active,2021-02-25 20:10:24,not available,  manager757  
EMP12583,pallavi_dhingra3,Pallavi Dhingra,information_technology,Administrator,head_office,LPT-12583,,active,07-25-2026 05:53:07 AM,not available,
EMP10348,nirja.wable20,Nirja Wable,customer_support,Consultant,data_center,VDR-10348,DEV-93138,active,2025-07-11T23:32:50,not available,manager167
EMP12008,neel.balay38,Neel Balay,customer_care,Analyst,work_from_home,LPT-12008,dev 66512,active,06-13-2020 08:31:08 AM,not available,manager309
EMP12418,warda.dua80,Warda Dua,marketing_dept,Executive,head_office,WS-12418,dev59411,open,22/08/2025 15:09,NA,manager626
EMP12505,radhika.bath93,Radhika Bath,procurement,Executive,work_from_home,LPT-12505,DEV-68365,open,1590451676,NA,manager251
EMP12236,faris.garde11,Faris Garde,sales,Manager,head_office,WS-12236,DEV-53553,active,28/12/2022 23:44,NA,NA
EMP11137,shivani.deol7,Shivani Deol,operations,Engineer,remote,WS-11137,dev 46721,terminated,2020-11-09 01:20:12,01/01/2023 19:25,NA
EMP12043,WAKEETA.NIGAM43,Wakeeta Nigam,procurement,Engineer,remote,LPT-12043,DEV21273,inactive,2021-10-15T00:35:38,07-16-2022 01:48:12 AM,manager564
EMP12752,  balendra.chander68  ,Balendra Chander,operations,Analyst,regional_office,LPT-12752,,active,,NA,manager447
EMP12921,kashvi.vala58,Kashvi Vala,procurement,Trainee,warehouse,LPT-12921,dev 28628,open,2022-07-28T23:59:54,not available,NA
EMP12905,zayan.narayan72,Zayan Narayan,procurement,Administrator,remote,VDR-12905,DEV89760,active,2025-05-02T14:29:26,,manager514
EMP11339,  mitesh.koshy47  ,Mitesh Koshy,mktg,Administrator,work_from_home,VDR-11339,dev 89691,active,08-11-2022 11:45:40 AM,NA,manager428
EMP12566,,Upadhriti Wason,innovation,Executive,work_from_home,LPT-12566,DEV57091,terminated,05/01/2020 15:06,NA,unknown
EMP10453,PRANIT.SASTRY21,Pranit Sastry,people_team,Director,warehouse,WS-10453,DEV-84572,active,2021-07-17 03:46:00,NA,manager897
EMP10913,tanay.bains1,Tanay Bains,sales_dept,Trainee,remote,WS-10913,,open,2022-04-06T11:33:47,,  manager872  
EMP11199,ikshita.mital60,Ikshita Mital,people_team,Manager,,VDR-11199,dev24201,terminated,18/05/2023,2024/03/23,manager166
EMP11274,,Balhaar Vaidya,information_technology,Executive,data_center,LPT-11274,DEV96424,on_leave,14-Jan-2023 18:20:43,,manager350
EMP12845,gaurika.tandon2,Gaurika Tandon,research_development,Consultant,work_from_home,WS-12845,DEV21023,active,2022-04-14 21:53:12,,  manager229  
EMP10037,BHAVANI.KARAN34,Bhavani Karan,customer_support,Trainee,,LPT-10037,dev 22097,open,2022-05-09 14:46:23,NA,  manager441  
EMP10974,LAKSH.DANI30,Laksh Dani,procurement,Specialist,head_office,,DEV60321,active,2023-08-23T01:52:39,NA,
EMP12854,vaishnavi.wali56,Vaishnavi Wali,finance,Analyst,,LPT-12854,dev 42127,active,16/08/2021 03:18,not available,unknown
EMP10983,  meghana.mani6  ,Meghana Mani,research_development,Engineer,head_office,VDR-10983,dev 39232,open,2023-12-20 11:30:06,NA,manager344
EMP12938,ojasvi_gade59,Ojasvi Gade,people_team,Specialist,,WS-12938,DEV-64458,active,30/08/2020,,manager420
EMP12516,  dakshesh.agate15  ,Dakshesh Agate,human_resources,Director,remote,LPT-12516,DEV-61496,on_leave,20/03/2025,NA,manager237
EMP11418,,Yutika Doctor,marketing,Executive,work_from_home,WS-11418,DEV83464,active,29-Nov-2025 14:23:39,,
EMP11284,charvi.dyal13,Charvi Dyal,marketing_dept,Administrator,warehouse,WS-11284,DEV32715,open,,,NA
EMP11752,nachiket.singh59,Nachiket Singh,legal,Consultant,branch_office,VDR-11752,dev71509,active,08-20-2022 01:22:28 PM,,manager820
EMP10039,JANYA.TELLA10,Janya Tella,finance,Officer,head_office,WS-10039,dev86350,open,2023/08/28,NA,manager415
EMP11486,  ethan.mukherjee77  ,Ethan Mukherjee,procurement,Director,head_office,,dev 89929,active,03/11/2024,,manager800
EMP12003,nitara.bhargava30,Nitara Bhargava,human_resources,Executive,remote,WS-12003,,active,,not available,manager657
EMP10169,anirudh.rai28,Anirudh Rai,operations,Trainee,branch_office,LPT-10169,dev28030,active,07-Jul-2022 23:51:26,not available,
EMP11355,finn.bahl84,Finn Bahl,research_development,Specialist,branch_office,WS-11355,dev 64899,active,01-24-2021 05:38:51 AM,NA,NA
EMP10737,ayaan.mangat29,Ayaan Mangat,human_resources,Engineer,data_center,WS-10737,dev98918,active,10/01/2021 07:40,,NA
EMP11656,  qabil.sastry23  ,Qabil Sastry,marketing,Specialist,work_from_home,LPT-11656,dev 94048,active,06-Sep-2021 13:45:51,NA,  manager424  
EMP12782,harsh.patla58,Harsh Patla,procurement,Director,data_center,LPT-12782,DEV78969,active,01/11/2022 05:36,not available,unknown
EMP11564,ikbal.bumb44,Ikbal Bumb,operations,Executive,remote,,DEV73878,active,2023-11-18 17:23:14,NA,manager784
EMP12223,nidra.bhagat91,Nidra Bhagat,procurement,Analyst,regional_office,LPT-12223,DEV-18305,open,1636773760,,
EMP10634,utkarsh.murty19,Utkarsh Murty,procurement,Executive,remote,LPT-10634,DEV-83051,active,,NA,MANAGER425
EMP12925,isha.gokhale21,Isha Gokhale,procurement,Executive,regional_office,WS-12925,,active,07/05/2023 13:41,,unknown
EMP12042,nikita.gala74,Nikita Gala,human_resources,Manager,data_center,VDR-12042,,active,2021-09-10T17:32:15,not available,manager821
EMP11290,ati.patla67,Ati Patla,innovation,Analyst,head_office,,DEV45412,inactive,12-Jul-2025 02:33:39,2025-09-25 18:12:39,NA
EMP11380,chakrika.sehgal29,Chakrika Sehgal,human_resources,Administrator,data_center,WS-11380,DEV52650,active,08-13-2023 12:15:06 AM,NA,manager575
EMP10579,ekta.edwin69,Ekta Edwin,information_technology,Executive,head_office,WS-10579,DEV-45283,open,1695523368,not available,manager338
EMP10328,radha.sidhu98,Radha Sidhu,legal,Trainee,branch_office,VDR-10328,dev 92890,active,10/07/2023 22:51,,manager177
EMP12732,zehaan.dar65,Zehaan Dar,compliance,Consultant,branch_office,,dev53186,active,25-May-2020 01:31:15,,manager869
EMP10892,,Vasana Behl,human_resources,Director,warehouse,LPT-10892,DEV10766,open,2020-02-11T08:03:46,NA,manager588
EMP12178,  orinder.gera82  ,Orinder Gera,finance,Consultant,remote,,DEV32915,active,18/01/2021 09:48,not available,manager811
EMP10780,vrinda.guha94,Vrinda Guha,innovation,Analyst,,VDR-10780,DEV82215,active,2020-03-18T00:53:36,,MANAGER961
EMP10159,dayita_kant42,Dayita Kant,operations,Executive,data_center,LPT-10159,dev71462,active,29-Jul-2022 19:55:41,not available,unknown
EMP11651,ethan.bhattacharyya54,Ethan Bhattacharyya,legal,Trainee,regional_office,WS-11651,DEV68181,on_leave,,,manager433
EMP11807,waida.rai24,Waida Rai,sales,Analyst,,LPT-11807,,open,03-05-2020 08:50:34 AM,not available,manager158
EMP12396,tanay.dani38,Tanay Dani,information_technology,Consultant,head_office,WS-12396,dev 64209,terminated,2022-03-15 12:13:37,2026-02-19 15:56:31,manager204
EMP10061,bahadurjit.mishra54,Bahadurjit Mishra,cs,Officer,work_from_home,VDR-10061,dev 38906,open,04-27-2022 11:31:55 PM,,manager129
EMP10849,WIDISHA.KONDA86,Widisha Konda,sales,Administrator,,WS-10849,DEV-50536,active,16/12/2025 17:46,not available,manager931
EMP12196,vedika_loke72,Vedika Loke,sales_dept,Specialist,data_center,LPT-12196,DEV-78349,active,2024-10-30T18:07:55,not available,
EMP12978,ria.thakkar89,Ria Thakkar,legal,Executive,work_from_home,VDR-12978,DEV-85574,active,11-19-2022 11:55:37 AM,,manager257
EMP11716,samaksh.buch64,Samaksh Buch,information_technology,Director,warehouse,,dev15259,active,2020-04-21 20:46:16,,manager696
EMP11043,tripti.johal40,Tripti Johal,finance,Engineer,branch_office,,DEV-33125,active,1659199776,NA,manager559
EMP12930,harsh.lall96,Harsh Lall,procurement,Consultant,warehouse,WS-12930,dev 95236,open,2025-05-02 08:49:36,NA,manager858
EMP11544,gautam.thakur16,Gautam Thakur,human_resources,Executive,,VDR-11544,dev77698,open,1780936772,NA,manager600
EMP12816,umang.sidhu48,Umang Sidhu,information_technology,Executive,regional_office,VDR-12816,dev94026,active,2025-05-21T13:19:46,NA,manager957
EMP11726,leena.virk4,Leena Virk,procurement,Analyst,work_from_home,LPT-11726,dev45944,terminated,2022-07-31 18:36:53,2025/09/05,manager263
EMP11070,  megha.arya94  ,Megha Arya,legal,Administrator,,LPT-11070,DEV28764,terminated,11/11/2024,2026-05-22T11:01:13,manager230
EMP10053,  yashodhara.arora79  ,Yashodhara Arora,people_team,Trainee,data_center,VDR-10053,,active,,NA,  manager509  
EMP12517,  nakul.dave66  ,Nakul Dave,sales,Trainee,data_center,,DEV69891,open,07-May-2021 03:45:10,not available,MANAGER531
EMP10258,QASIM.MITTAL91,Qasim Mittal,information_technology,Engineer,,LPT-10258,dev 62725,active,08-03-2024 11:24:30 PM,NA,manager984
EMP10505,agastya.pai92,Agastya Pai,legal,Administrator,,WS-10505,,active,2022/10/27,NA,
EMP10752,samuel.sarkar48,Samuel Sarkar,finance,Trainee,regional_office,LPT-10752,DEV-92840,active,1650232374,,manager230
EMP12084,vasudha.tata96,Vasudha Tata,operations,Analyst,head_office,WS-12084,dev 36062,open,24/07/2025 03:29,,NA
EMP10217,  balvan.shere52  ,Balvan Shere,information_technology,Specialist,warehouse,LPT-10217,,open,,,manager561
EMP10824,atharv.keer85,Atharv Keer,support,Officer,,,dev 72378,open,30/04/2021 15:23,NA,manager500
EMP11623,edhitha.khatri73,Edhitha Khatri,procurement,Officer,warehouse,WS-11623,dev81615,active,2022/05/27,,manager558
EMP11330,  vyanjana.chawla67  ,Vyanjana Chawla,sales_team,Administrator,regional_office,VDR-11330,,active,2026-03-02T05:15:48,not available,unknown
EMP12345,edhitha.dugal87,Edhitha Dugal,operations,Consultant,data_center,WS-12345,,active,,NA,manager838
EMP11389,aadhya.uppal43,Aadhya Uppal,legal,Engineer,warehouse,VDR-11389,DEV42598,terminated,22/04/2020 01:56,14/10/2024 00:45,manager507
EMP12579,balveer.nair93,Balveer Nair,information_technology,Executive,regional_office,VDR-12579,dev 22006,open,17/04/2021 21:25,not available,unknown
EMP11266,barkha.sahota45,Barkha Sahota,brand_team,Specialist,,VDR-11266,DEV10407,active,04-12-2024 12:18:19 PM,,
EMP12540,kashvi_gulati39,Kashvi Gulati,finance,Executive,remote,LPT-12540,dev44736,inactive,2025/11/25,2026-02-16 23:12:36,MANAGER202
EMP11822,chatresh.cheema43,Chatresh Cheema,procurement,Trainee,remote,VDR-11822,,active,2020-06-07 04:35:53,not available,NA
EMP11598,megha_shetty89,Megha Shetty,sales,Engineer,branch_office,WS-11598,,inactive,2021-03-27T16:04:21,04-23-2023 06:11:06 PM,unknown
EMP11607,shivansh.chaudhry63,Shivansh Chaudhry,legal,Executive,,LPT-11607,dev 96743,active,,,manager411
EMP11747,darpan.sibal55,Darpan Sibal,operations,Director,head_office,VDR-11747,DEV-88323,active,19/04/2023,NA,manager411
EMP10771,wriddhish.sachar57,Wriddhish Sachar,information_technology,Administrator,branch_office,LPT-10771,dev 12888,terminated,2021-12-22T19:38:09,2026-05-25T05:20:50,manager521
EMP12887,gautam.ganguly1,Gautam Ganguly,finance,Specialist,remote,WS-12887,dev29285,active,17/05/2020 14:52,NA,
EMP11871,vedant.kar97,Vedant Kar,operations,Analyst,remote,WS-11871,dev 66675,active,11/05/2024 00:47,,
EMP11817,brinda.iyer33,Brinda Iyer,research_development,Director,,VDR-11817,dev70975,active,27/09/2021 22:58,NA,manager525
EMP11085,finn.kurian25,Finn Kurian,support,Director,head_office,LPT-11085,dev 52391,open,2024-12-08T04:32:37,NA,NA
EMP11830,  atharv.peri95  ,Atharv Peri,operations,Consultant,warehouse,LPT-11830,dev97523,open,2026-02-04 06:53:30,,manager798
EMP10144,yashica_rao48,Yashica Rao,human_resources,Administrator,warehouse,LPT-10144,,inactive,,1784063134,manager773
EMP11325,  vaishnavi.barad69  ,Vaishnavi Barad,procurement,Analyst,work_from_home,LPT-11325,DEV42757,inactive,08-26-2020 12:34:51 AM,2024-05-19 13:40:40,manager144
EMP12186,  yashvi.vasa30  ,Yashvi Vasa,operations,Officer,,,dev 44965,open,1639425894,NA,MANAGER335
EMP12875,darika_wali54,Darika Wali,call_center,Executive,remote,,,open,12/07/2023 12:00,,  manager361  
EMP11825,dipta.bala82,Dipta Bala,brand_team,Executive,branch_office,LPT-11825,dev22214,active,06/05/2022,,manager142
EMP11754,girindra.uppal4,Girindra Uppal,customer_support,Trainee,head_office,VDR-11754,DEV33754,active,2025-12-05 21:51:31,NA,manager920
EMP12001,naksh.virk96,Naksh Virk,research_development,Trainee,data_center,LPT-12001,,active,2025-02-12 17:19:32,,manager896
EMP11789,,Hiral Devi,operations,Engineer,branch_office,LPT-11789,dev 82575,open,1782478898,not available,manager925
EMP11987,madhav.samra18,Madhav Samra,support,Analyst,work_from_home,WS-11987,,terminated,2023-06-19T23:19:39,not available,
EMP12662,charles.padmanabhan1,Charles Padmanabhan,cs,Engineer,warehouse,LPT-12662,DEV-62127,open,07/10/2022 00:56,,manager260
EMP11163,chameli.srinivas29,Chameli Srinivas,compliance,Manager,,LPT-11163,dev 24435,active,,NA,manager730
EMP10963,yash_boase95,Yash Boase,supply_chain,Specialist,warehouse,LPT-10963,DEV-18566,active,06/05/2026,NA,manager365
EMP12988,zinal.munshi37,Zinal Munshi,legal,Engineer,warehouse,WS-12988,DEV-67936,open,2022-10-01T12:05:36,,  manager958  
EMP11771,gopal.walia83,Gopal Walia,finance,Engineer,warehouse,VDR-11771,DEV-47699,active,2020-08-21 04:32:13,NA,manager131
EMP10398,lila.mall81,Lila Mall,procurement,Trainee,branch_office,LPT-10398,,active,2025/06/05,NA,manager183
EMP10584,rishi.suresh27,Rishi Suresh,innovation,Director,regional_office,WS-10584,DEV-52344,active,12/03/2026 13:17,NA,  manager662  
EMP10948,  yamini.dubey62  ,Yamini Dubey,information_technology,Director,regional_office,LPT-10948,DEV-12440,active,26/12/2024 04:12,NA,manager352
EMP10704,pavani.wali74,Pavani Wali,operations,Director,remote,WS-10704,dev 47907,open,,not available,NA
EMP10431,girik.salvi82,Girik Salvi,procurement,Specialist,warehouse,LPT-10431,DEV-71894,terminated,2024-04-03T22:17:52,2025/11/17,
EMP10292,falguni.rajan71,Falguni Rajan,human_resources,Specialist,warehouse,WS-10292,DEV60493,open,09/07/2023 15:54,,manager186
EMP10145,abhimanyu.dass89,Abhimanyu Dass,marketing,Analyst,branch_office,WS-10145,dev 50499,terminated,26/12/2022 14:12,06-Aug-2023 03:00:22,manager510
EMP10323,mohini.dani84,Mohini Dani,sales,Administrator,work_from_home,LPT-10323,DEV-68947,active,09-27-2020 05:55:22 AM,NA,
EMP12175,ira.kaul35,Ira Kaul,innovation,Executive,,WS-12175,DEV-44487,inactive,2025-06-07 01:01:25,08-05-2025 04:22:13 AM,MANAGER213
EMP11165,balhaar.thakkar24,Balhaar Thakkar,legal,Executive,regional_office,VDR-11165,,active,,NA,  manager206  
EMP11452,bhanumati.anand48,Bhanumati Anand,operations_dept,Consultant,,LPT-11452,DEV90028,open,2023/05/22,NA,
EMP10002,xalak.tiwari72,Xalak Tiwari,sales,Officer,data_center,LPT-10002,dev 68878,active,,NA,NA
EMP10576,NICHOLAS.GOLA29,Nicholas Gola,marketing,Manager,data_center,VDR-10576,dev 41399,open,03-20-2025 04:42:54 AM,not available,unknown
EMP12372,chavvi.dey98,Chavvi Dey,procurement,Trainee,,LPT-12372,,open,27/01/2024,NA,unknown
EMP10339,amara.mitter83,Amara Mitter,finance,Manager,warehouse,VDR-10339,DEV11110,active,24-May-2021 21:25:01,not available,manager839
EMP11897,bimala.khosla56,Bimala Khosla,information_technology,Administrator,head_office,WS-11897,dev 70762,open,2020-07-04T03:31:31,,manager636
EMP12140,  neelima.koshy46  ,Neelima Koshy,human_resources,Trainee,,VDR-12140,DEV-97821,active,2021-07-18 14:25:00,NA,manager146
EMP10925,ranveer.kapadia75,Ranveer Kapadia,procurement,Officer,work_from_home,VDR-10925,DEV-40649,open,2022-06-03T00:30:14,NA,manager934
EMP10265,netra.wali12,Netra Wali,customer_support,Engineer,,WS-10265,dev 59436,open,1739682455,,manager174
EMP10376,bhanumati.chandran62,Bhanumati Chandran,information_technology,Manager,remote,WS-10376,dev27987,open,2025-06-19 15:38:43,,
EMP11983,timothy.korpal25,Timothy Korpal,human_resources,Executive,work_from_home,LPT-11983,dev 48591,inactive,28/08/2023 13:46,2026-01-14T06:26:50,unknown
EMP11463,widisha.hari94,Widisha Hari,information_technology,Officer,regional_office,WS-11463,dev 42588,active,2024-07-20T03:23:17,not available,manager844
EMP10271,,Widisha Nagy,legal,Administrator,branch_office,LPT-10271,DEV53236,active,11-05-2024 06:35:07 AM,NA,NA
EMP10696,george_krishnamurthy72,George Krishnamurthy,legal,Consultant,work_from_home,WS-10696,,active,2025/09/12,not available,
EMP10266,abhimanyu.gade25,Abhimanyu Gade,procurement,Officer,branch_office,WS-10266,dev37379,terminated,2022-10-31T11:37:06,2022-11-24T07:18:01,manager294
EMP10244,BISHAKHA.CHOPRA60,Bishakha Chopra,marketing,Executive,data_center,VDR-10244,,terminated,12-25-2025 09:00:52 PM,,manager402
EMP12898,unnati.kaur19,Unnati Kaur,legal,Consultant,work_from_home,WS-12898,DEV-83810,open,19/04/2025 03:37,not available,manager956
EMP10476,jason.parmar97,Jason Parmar,finance,Administrator,regional_office,WS-10476,DEV-29192,inactive,1763216942,2026-02-02 19:54:36,
EMP11804,tarak.hegde80,Tarak Hegde,information_technology,Specialist,regional_office,VDR-11804,dev33061,active,1704068133,not available,unknown
EMP12116,SAANVI.KONDA9,Saanvi Konda,customer_care,Engineer,work_from_home,LPT-12116,,active,27-Jun-2020 21:32:30,not available,NA
EMP12314,URMI.GANDHI15,Urmi Gandhi,brand_team,Consultant,remote,LPT-12314,DEV-17318,open,,NA,manager888
EMP11812,ZINAL.VARTY46,Zinal Varty,procurement,Specialist,,VDR-11812,dev 63110,active,14-Jun-2024 08:46:59,NA,unknown
EMP12615,omkaar.upadhyay44,Omkaar Upadhyay,sales_team,Consultant,warehouse,LPT-12615,DEV25647,active,06-01-2021 04:44:15 AM,not available,manager792
EMP12868,jason.goda96,Jason Goda,procurement,Specialist,warehouse,WS-12868,dev61303,open,2025/10/11,NA,manager538
EMP10063,IRA.TARA4,Ira Tara,people_team,Director,branch_office,,DEV-33819,open,,NA,manager565
EMP12678,AADHYA.SARAF43,Aadhya Saraf,procurement,Director,remote,VDR-12678,dev 88793,open,06-24-2020 08:36:29 AM,not available,MANAGER348
EMP12069,rishi.thaker79,Rishi Thaker,sales,Director,branch_office,LPT-12069,DEV-65980,inactive,2025-08-03 23:53:44,not available,manager410
EMP10250,vritti_bhalla72,Vritti Bhalla,research_development,Administrator,regional_office,LPT-10250,,active,10-Jan-2020 08:50:59,NA,manager692
EMP10413,rushil.sunder88,Rushil Sunder,people_team,Engineer,,WS-10413,,active,23/09/2022,not available,manager526
EMP10545,,Zayyan Mohan,operations,Officer,warehouse,LPT-10545,DEV44517,active,15-Oct-2020 23:17:09,,manager866
EMP11193,nikita.rao21,Nikita Rao,human_resources,Administrator,warehouse,WS-11193,dev 56316,open,07-10-2021 05:05:43 PM,NA,manager571
EMP10738,wazir.parsa74,Wazir Parsa,call_center,Executive,remote,LPT-10738,DEV-15975,open,08/11/2022 08:58,not available,  manager380  
EMP10310,gabriel.trivedi30,Gabriel Trivedi,legal,Executive,branch_office,VDR-10310,dev 96154,active,2020-03-31 16:44:00,NA,manager302
EMP11798,jack.madan88,Jack Madan,procurement,Engineer,,VDR-11798,DEV18479,active,1583709983,NA,  manager453  
EMP10893,YASH.SAWHNEY59,Yash Sawhney,compliance,Specialist,regional_office,WS-10893,DEV49688,open,2025/03/31,not available,manager789
EMP11131,  nilima.gour98  ,Nilima Gour,legal,Engineer,warehouse,,DEV77009,active,,,
EMP11449,geetika.gaba88,Geetika Gaba,compliance,Engineer,data_center,VDR-11449,DEV-59321,blocked,01-03-2026 03:53:08 AM,09-Feb-2026 09:02:16,manager425
EMP12993,OMAJA.MANN4,Omaja Mann,legal,Officer,branch_office,LPT-12993,,active,12-10-2020 04:06:12 PM,NA,manager498
EMP10015,isaiah.swaminathan1,Isaiah Swaminathan,marketing_dept,Officer,work_from_home,LPT-10015,dev 76542,terminated,2025-04-26 17:45:42,,  manager256  
EMP10203,samaksh.subramanian60,Samaksh Subramanian,call_center,Consultant,branch_office,VDR-10203,,active,13/07/2026 09:56,,NA
EMP10721,chameli.rama10,Chameli Rama,mktg,Analyst,,WS-10721,DEV-53601,on_leave,2022-03-13T07:39:56,NA,NA
EMP11420,ayush.yogi99,Ayush Yogi,operations,Director,branch_office,VDR-11420,dev83373,terminated,16-Aug-2021 08:48:01,23/02/2023,NA
EMP12715,  arin.sant37  ,Arin Sant,cs,Engineer,data_center,WS-12715,DEV44944,active,08-29-2020 02:54:26 PM,NA,unknown
EMP10981,jasmit.apte26,Jasmit Apte,sales,Manager,remote,LPT-10981,,open,2025/11/19,,unknown
EMP12184,manan_sharaf61,Manan Sharaf,operations,Analyst,regional_office,VDR-12184,DEV-17966,inactive,,1699786064,NA
EMP11539,aradhana.korpal74,Aradhana Korpal,operations,Specialist,branch_office,,DEV-29435,active,2021-07-18 04:05:15,NA,manager646
EMP12608,nimrat.natt68,Nimrat Natt,compliance,Analyst,work_from_home,LPT-12608,dev 75099,active,25/01/2026 20:39,NA,manager993
EMP11550,,Gabriel Mukhopadhyay,mktg,Consultant,warehouse,WS-11550,DEV-30641,active,06-26-2021 01:54:51 PM,,NA
EMP12495,CHANDANI.JAIN37,Chandani Jain,finance,Administrator,data_center,WS-12495,dev77449,active,2022-07-13 10:15:00,,manager959
EMP10363,chatura.krishnan67,Chatura Krishnan,legal,Consultant,,VDR-10363,DEV21128,open,04-19-2024 07:25:32 AM,,manager939
EMP10982,eta.aurora77,Eta Aurora,operations,Specialist,,WS-10982,dev 90753,active,17/10/2022 23:36,NA,manager565
EMP10182,gagan.edwin92,Gagan Edwin,finance,Administrator,data_center,LPT-10182,,active,07/11/2024 23:46,,manager780
EMP10985,maanas.nori15,Maanas Nori,finance,Administrator,data_center,LPT-10985,DEV92750,open,2026/07/06,NA,
EMP12089,,Yahvi Raghavan,human_resources,Specialist,regional_office,LPT-12089,,active,01-Dec-2022 11:22:48,not available,manager641
EMP11194,shivani.pal34,Shivani Pal,research_development,Administrator,work_from_home,WS-11194,dev 95235,terminated,20-Jan-2021 03:35:28,NA,manager472
EMP12797,idika.badal3,Idika Badal,sales,Specialist,work_from_home,VDR-12797,dev 81556,open,2020-09-10T00:13:34,NA,
EMP11784,nandini.rajan36,Nandini Rajan,customer_support,Specialist,data_center,LPT-11784,dev44825,open,21/08/2023 20:10,NA,
EMP11121,divya.narain73,Divya Narain,compliance,Engineer,,VDR-11121,DEV-77571,inactive,20-Apr-2020 01:47:13,NA,
EMP10187,samar.khare6,Samar Khare,sales,Analyst,remote,WS-10187,DEV77552,active,2024/08/14,not available,manager137
EMP10619,qabil.dhaliwal53,Qabil Dhaliwal,legal,Consultant,remote,LPT-10619,DEV-52039,active,29/07/2025,not available,manager412
EMP12329,sara.puri61,Sara Puri,sales,Consultant,branch_office,LPT-12329,DEV39705,active,2020/09/27,not available,manager135
